insert into `livros` values ('978-0-18-072205-3', 'A liberdade de mudar direto da fonte', '2020-10-01', '59', '13');
insert into `livros` values ('978-1-79945-177-8', 'A liberdade de atingir seus objetivos antes de tudo', '1971-06-01', '63', '18');
insert into `livros` values ('978-1-296-13478-5', 'A liberdade de atingir seus objetivos naturalmente', '2017-09-29', '1', '14');
insert into `livros` values ('978-1-57696-518-4', 'O prazer de inovar sem preocupação', '1971-11-16', '43', '9');
insert into `livros` values ('978-1-05-545449-9', 'A possibilidade de conseguir antes de tudo', '2020-08-16', '80', '4');
insert into `livros` values ('978-1-60156-894-6', 'O prazer de mudar em estado puro', '2009-05-19', '93', '17');
insert into `livros` values ('978-0-493-63996-3', 'A segurança de inovar mais facilmente', '1993-01-05', '65', '18');
insert into `livros` values ('978-0-8220-3149-9', 'A possibilidade de realizar seus sonhos com confiança', '1976-10-16', '26', '9');
insert into `livros` values ('978-0-437-95118-2', 'O direito de mudar simplesmente', '1970-08-21', '67', '3');
insert into `livros` values ('978-1-354-99135-0', 'A arte de concretizar seus projetos simplesmente', '1973-12-15', '97', '20');
insert into `livros` values ('978-1-925469-18-9', 'A vantagem de concretizar seus projetos simplesmente', '1977-12-03', '64', '18');
insert into `livros` values ('978-0-85603-084-0', 'A vantagem de atingir seus objetivos com toda a tranquilidade', '1980-02-12', '88', '9');
insert into `livros` values ('978-0-357-24673-3', 'A arte de concretizar seus projetos de maneira eficaz', '1995-09-17', '24', '14');
insert into `livros` values ('978-1-113-10085-6', 'O conforto de ganhar de maneira eficaz', '1980-10-25', '78', '2');
insert into `livros` values ('978-1-08-997151-1', 'O prazer de evoluir antes de tudo', '1994-10-16', '31', '6');
insert into `livros` values ('978-1-65023-159-4', 'A possibilidade de ganhar em estado puro', '2011-05-27', '86', '19');
insert into `livros` values ('978-1-03-014650-0', 'A possibilidade de ganhar em estado puro', '2007-04-09', '29', '12');
insert into `livros` values ('978-0-85966-213-0', 'O direito de atingir seus objetivos mais rapidamente', '1998-01-24', '42', '12');
insert into `livros` values ('978-0-693-83157-0', 'O prazer de avançar mais facilmente', '1985-08-31', '59', '5');
insert into `livros` values ('978-0-12-951790-0', 'O poder de inovar antes de tudo', '2020-07-13', '98', '1');
insert into `livros` values ('978-1-939553-91-1', 'A segurança de realizar seus sonhos com toda a tranquilidade', '1982-06-29', '91', '20');
insert into `livros` values ('978-0-12-196971-4', 'O prazer de ganhar mais facilmente', '1982-08-15', '41', '17');
insert into `livros` values ('978-1-65858-748-8', 'O conforto de atingir seus objetivos com confiança', '2019-08-28', '13', '7');
insert into `livros` values ('978-0-671-48301-2', 'A arte de avançar em estado puro', '1989-03-10', '8', '4');
insert into `livros` values ('978-1-57356-287-4', 'A liberdade de concretizar seus projetos simplesmente', '1983-04-17', '14', '1');
insert into `livros` values ('978-1-78903-287-1', 'O prazer de mudar antes de tudo', '2005-02-07', '26', '6');
insert into `livros` values ('978-1-914205-32-3', 'A segurança de conseguir antes de tudo', '1989-02-16', '84', '14');
insert into `livros` values ('978-0-7008-0763-5', 'O direito de atingir seus objetivos com confiança', '1990-07-14', '93', '1');
insert into `livros` values ('978-1-76622-758-0', 'A vantagem de avançar direto da fonte', '1978-07-27', '52', '5');
insert into `livros` values ('978-0-06-233135-9', 'A liberdade de mudar com confiança', '1994-09-05', '47', '13');
insert into `livros` values ('978-0-9708050-2-7', 'A liberdade de conseguir com força total', '2004-12-21', '24', '7');
insert into `livros` values ('978-0-405-83640-4', 'A simplicidade de mudar mais facilmente', '1974-08-22', '76', '15');
insert into `livros` values ('978-1-4614-5403-8', 'A simplicidade de ganhar direto da fonte', '2000-04-14', '12', '8');
insert into `livros` values ('978-0-8055-1023-2', 'A possibilidade de avançar mais rapidamente', '1987-08-18', '21', '8');
insert into `livros` values ('978-0-19-375231-3', 'A segurança de concretizar seus projetos direto da fonte', '2006-12-22', '48', '20');
insert into `livros` values ('978-0-19-247501-5', 'O prazer de evoluir de maneira eficaz', '2000-12-14', '21', '15');
insert into `livros` values ('978-1-113-34902-6', 'A segurança de concretizar seus projetos mais facilmente', '1974-06-26', '3', '14');
insert into `livros` values ('978-1-390-94965-0', 'A vantagem de conseguir antes de tudo', '1970-11-08', '64', '1');
insert into `livros` values ('978-1-58514-874-5', 'A certeza de mudar mais facilmente', '2016-01-13', '81', '6');
insert into `livros` values ('978-1-4193-0877-2', 'O poder de mudar em estado puro', '1991-07-14', '38', '20');
insert into `livros` values ('978-0-7042-7169-2', 'O direito de ganhar com confiança', '2011-09-13', '42', '11');
insert into `livros` values ('978-0-11-451800-4', 'O prazer de evoluir com força total', '2005-02-12', '88', '5');
insert into `livros` values ('978-1-887153-45-4', 'O conforto de atingir seus objetivos simplesmente', '2013-01-18', '82', '14');
insert into `livros` values ('978-1-59663-566-1', 'A certeza de mudar em estado puro', '1971-07-27', '17', '16');
insert into `livros` values ('978-1-08-751050-7', 'A vantagem de concretizar seus projetos com confiança', '1978-05-31', '51', '8');
insert into `livros` values ('978-1-4724-0211-0', 'A possibilidade de concretizar seus projetos sem preocupação', '2008-02-07', '65', '18');
insert into `livros` values ('978-1-378-97821-4', 'A liberdade de realizar seus sonhos naturalmente', '2021-06-15', '21', '15');
insert into `livros` values ('978-1-61194-723-6', 'O poder de avançar sem preocupação', '1975-06-15', '39', '19');
insert into `livros` values ('978-1-226-66530-3', 'A segurança de ganhar sem preocupação', '2015-05-18', '85', '10');
insert into `livros` values ('978-0-00-757076-8', 'A simplicidade de mudar com confiança', '2017-02-19', '94', '1');
insert into `livros` values ('978-0-390-30248-9', 'A possibilidade de avançar direto da fonte', '1990-10-24', '87', '15');
insert into `livros` values ('978-1-350-57367-3', 'A possibilidade de realizar seus sonhos simplesmente', '1985-06-26', '55', '8');
insert into `livros` values ('978-0-214-25945-6', 'O direito de concretizar seus projetos com toda a tranquilidade', '1985-05-29', '39', '2');
insert into `livros` values ('978-0-331-27676-3', 'O prazer de inovar direto da fonte', '1984-12-29', '100', '3');
insert into `livros` values ('978-0-621-39664-5', 'A liberdade de realizar seus sonhos com força total', '1978-07-17', '98', '9');
insert into `livros` values ('978-1-914769-54-2', 'O prazer de inovar antes de tudo', '2014-03-30', '49', '20');
insert into `livros` values ('978-1-4809-1660-9', 'O direito de atingir seus objetivos naturalmente', '1982-07-14', '86', '20');
insert into `livros` values ('978-0-13-971568-6', 'O conforto de inovar mais rapidamente', '1995-03-04', '55', '8');
insert into `livros` values ('978-0-623-40122-4', 'A possibilidade de realizar seus sonhos mais facilmente', '1978-01-12', '41', '13');
insert into `livros` values ('978-0-374-29721-3', 'A vantagem de evoluir em estado puro', '2021-06-03', '88', '19');
insert into `livros` values ('978-1-77831-994-5', 'A certeza de evoluir simplesmente', '2002-08-05', '67', '11');
insert into `livros` values ('978-1-4026-0761-5', 'O conforto de evoluir de maneira eficaz', '1990-09-04', '1', '5');
insert into `livros` values ('978-0-19-805645-4', 'A possibilidade de avançar em estado puro', '1998-02-22', '38', '5');
insert into `livros` values ('978-0-7182-0732-8', 'A possibilidade de conseguir naturalmente', '1986-07-04', '60', '18');
insert into `livros` values ('978-1-4045-5753-6', 'A liberdade de realizar seus sonhos em estado puro', '1994-08-09', '36', '7');
insert into `livros` values ('978-0-325-23267-6', 'O poder de inovar mais facilmente', '2002-07-01', '35', '6');
insert into `livros` values ('978-0-88419-732-4', 'A segurança de concretizar seus projetos simplesmente', '2000-05-07', '100', '13');
insert into `livros` values ('978-0-319-52334-6', 'A simplicidade de concretizar seus projetos com confiança', '2004-01-15', '80', '19');
insert into `livros` values ('978-1-70497-677-8', 'O conforto de evoluir mais rapidamente', '1982-05-24', '39', '19');
insert into `livros` values ('978-1-86069-901-6', 'O poder de inovar simplesmente', '1992-10-28', '5', '13');
insert into `livros` values ('978-0-13-891251-2', 'O poder de realizar seus sonhos em estado puro', '1997-02-27', '91', '16');
insert into `livros` values ('978-1-72170-907-6', 'A simplicidade de realizar seus sonhos mais facilmente', '1980-08-31', '42', '15');
insert into `livros` values ('978-0-539-08723-9', 'A possibilidade de concretizar seus projetos direto da fonte', '2020-02-12', '73', '10');
insert into `livros` values ('978-0-382-84978-7', 'A simplicidade de concretizar seus projetos sem preocupação', '1978-02-22', '76', '18');
insert into `livros` values ('978-0-254-98538-4', 'A certeza de concretizar seus projetos naturalmente', '2006-03-31', '31', '10');
insert into `livros` values ('978-0-646-92742-8', 'A certeza de conseguir com força total', '2010-04-14', '40', '8');
insert into `livros` values ('978-0-227-83117-5', 'A liberdade de evoluir naturalmente', '2000-08-13', '62', '5');
insert into `livros` values ('978-0-422-03168-4', 'A vantagem de atingir seus objetivos com confiança', '1977-11-09', '43', '7');
insert into `livros` values ('978-1-332-75768-8', 'A vantagem de atingir seus objetivos em estado puro', '2010-09-22', '17', '11');
insert into `livros` values ('978-0-279-20770-6', 'O conforto de evoluir direto da fonte', '1985-06-21', '26', '20');
insert into `livros` values ('978-0-948964-04-6', 'A segurança de ganhar com força total', '1976-07-29', '11', '18');
insert into `livros` values ('978-0-8319-5256-3', 'A certeza de evoluir simplesmente', '1972-04-29', '97', '16');
insert into `livros` values ('978-1-378-04891-7', 'A possibilidade de ganhar simplesmente', '1989-12-04', '44', '13');
insert into `livros` values ('978-0-227-95847-6', 'A segurança de realizar seus sonhos antes de tudo', '1976-03-11', '33', '14');
insert into `livros` values ('978-0-470-40962-6', 'A certeza de inovar mais facilmente', '2013-10-02', '37', '4');
insert into `livros` values ('978-1-76131-424-7', 'A arte de avançar com força total', '1998-11-06', '15', '13');
insert into `livros` values ('978-1-356-02613-5', 'O poder de atingir seus objetivos direto da fonte', '1991-09-17', '67', '19');
insert into `livros` values ('978-0-255-91570-0', 'A segurança de mudar mais facilmente', '1983-07-23', '67', '8');
insert into `livros` values ('978-1-998581-53-5', 'O direito de conseguir antes de tudo', '1983-05-13', '61', '3');
insert into `livros` values ('978-0-00-474304-2', 'O conforto de evoluir direto da fonte', '1983-12-27', '17', '18');
insert into `livros` values ('978-0-88386-912-3', 'O prazer de evoluir naturalmente', '2019-06-28', '23', '20');
insert into `livros` values ('978-0-293-24839-6', 'A vantagem de concretizar seus projetos simplesmente', '1986-11-06', '77', '12');
insert into `livros` values ('978-1-947747-25-8', 'A arte de ganhar sem preocupação', '2022-02-10', '78', '20');
insert into `livros` values ('978-1-4441-4094-1', 'A certeza de evoluir direto da fonte', '2019-09-20', '7', '18');
insert into `livros` values ('978-0-221-50082-4', 'A liberdade de evoluir de maneira eficaz', '1976-07-27', '94', '7');
insert into `livros` values ('978-0-666-51560-5', 'A arte de inovar simplesmente', '1973-01-01', '44', '2');
insert into `livros` values ('978-1-75267-453-4', 'A certeza de evoluir em estado puro', '1990-09-14', '98', '13');
insert into `livros` values ('978-1-4290-3390-9', 'A liberdade de atingir seus objetivos direto da fonte', '1991-09-22', '52', '8');
insert into `livros` values ('978-0-86780-900-8', 'O poder de ganhar direto da fonte', '1970-11-17', '88', '9');
insert into `livros` values ('978-0-03-250064-8', 'A segurança de inovar mais rapidamente', '2020-04-14', '48', '13');
insert into `livros` values ('978-1-5248-8358-4', 'A certeza de concretizar seus projetos com confiança', '2001-12-01', '83', '2');
insert into `livros` values ('978-1-66136-776-3', 'A segurança de mudar com toda a tranquilidade', '2019-08-02', '90', '13');
insert into `livros` values ('978-0-669-85762-7', 'A vantagem de conseguir com confiança', '1975-05-03', '97', '4');
insert into `livros` values ('978-0-85627-083-3', 'O poder de mudar com toda a tranquilidade', '2007-06-01', '73', '6');
insert into `livros` values ('978-0-422-82578-8', 'O poder de realizar seus sonhos em estado puro', '2006-09-29', '22', '10');
insert into `livros` values ('978-0-7776-0720-6', 'A segurança de atingir seus objetivos em estado puro', '1985-12-02', '27', '20');
insert into `livros` values ('978-1-85034-545-9', 'A certeza de conseguir antes de tudo', '2020-01-06', '70', '15');
insert into `livros` values ('978-1-9848-9112-9', 'O prazer de avançar com toda a tranquilidade', '1979-03-05', '73', '12');
insert into `livros` values ('978-1-989112-09-0', 'O direito de ganhar mais rapidamente', '2017-03-26', '14', '11');
insert into `livros` values ('978-0-598-51123-2', 'O poder de evoluir com confiança', '1981-09-18', '95', '2');
insert into `livros` values ('978-0-525-51208-0', 'A certeza de realizar seus sonhos mais rapidamente', '2012-11-22', '69', '2');
insert into `livros` values ('978-0-341-55936-8', 'A liberdade de evoluir com força total', '1979-08-30', '90', '1');
insert into `livros` values ('978-0-906008-93-5', 'A arte de conseguir direto da fonte', '2010-05-16', '65', '2');
insert into `livros` values ('978-0-442-45339-8', 'A liberdade de conseguir sem preocupação', '2006-04-28', '44', '11');
insert into `livros` values ('978-1-284-28972-5', 'O poder de evoluir com toda a tranquilidade', '2022-01-28', '43', '3');
